abbrev,id,level,name,parent,slug
,17628,l,Plainfield,117,plainfield
,17629,l,Reno,117,reno
,17630,l,Tawas,117,tawas
,17631,l,Wilber,117,wilber
,17632,l,Bates,117,bates
,17633,l,Hematite,117,hematite
,17634,l,Mansfield,117,mansfield
,17635,l,Mastodon,117,mastodon
,17636,l,Stambaugh,117,stambaugh
,17637,l,Broomfield,117,broomfield
,17638,l,Coe,117,coe
,17639,l,Denver,117,denver
,17640,l,Isabella,117,isabella
,17641,l,Nottawa,117,nottawa
,17642,l,Rolland,117,rolland
,17643,l,Wise,117,wise
,17644,l,Blackman,117,blackman
,17645,l,Columbia,117,columbia
,17646,l,Henrietta,117,henrietta
,17647,l,Leoni,117,leoni
,17648,l,Liberty,117,liberty
,17649,l,Napoleon,117,napoleon
,17650,l,Norvell,117,norvell
,17651,l,Pulaski,117,pulaski
,17652,l,Rives,117,rives
,17653,l,Sandstone,117,sandstone
,17654,l,Spring Arbor,117,spring-arbor
,17655,l,Summit,117,summit
,17656,l,Tompkins,117,tompkins
,17657,l,Waterloo,117,waterloo
,17658,l,Alamo,117,alamo
,17659,l,Brady,117,brady
,17660,l,Charleston,117,charleston
,17661,l,Comstock,117,comstock
,17662,l,Cooper,117,cooper
,17663,l,Oshtemo,117,oshtemo
,17664,l,Pavilion,117,pavilion
,17665,l,Prairie Ronde,117,prairie-ronde
,17666,l,Ross,117,ross
,17667,l,Texas,117,texas
,17668,l,Wakeshma,117,wakeshma
,17669,l,Blue Lake,117,blue-lake
,17670,l,Boardman,117,boardman
,17671,l,Clearwater,117,clearwater
,17672,l,Coldsprings,117,coldsprings
,17673,l,Excelsior,117,excelsior
,17674,l,Rapid River,117,rapid-river
,17675,l,Ada,117,ada
,17676,l,Algoma,117,algoma
,17677,l,Alpine,117,alpine
,17678,l,Bowne,117,bowne
,17679,l,Cannon,117,cannon
,17680,l,Cascade,117,cascade
,17681,l,Courtland,117,courtland
,17682,l,Grattan,117,grattan
,17683,l,Nelson,117,nelson
,17684,l,Oakfield,117,oakfield
,17685,l,Solon,117,solon
,17686,l,Spencer,117,spencer
,17687,l,Tyrone,117,tyrone
,17688,l,Vergennes,117,vergennes
,17689,l,Allouez,117,allouez
,17690,l,Eagle Harbor,117,eagle-harbor
,17691,l,Chase,117,chase
,17692,l,Cherry Valley,117,cherry-valley
,17693,l,Dover,117,dover
,17694,l,Eden,117,eden
,17695,l,Elk,117,elk
,17696,l,Newkirk,117,newkirk
,17697,l,Peacock,117,peacock
,17698,l,Pinora,117,pinora
,17699,l,Pleasant Plains,117,pleasant-plains
,17700,l,Sauble,117,sauble
,17701,l,Sweetwater,117,sweetwater
,17702,l,Webber,117,webber
,17703,l,Yates,117,yates
,17704,l,Arcadia,117,arcadia
,17705,l,Attica,117,attica
,17706,l,Burnside,117,burnside
,17707,l,Goodland,117,goodland
,17708,l,Hadley,117,hadley
,17709,l,Imlay,117,imlay
,17710,l,Marathon,117,marathon
,17711,l,Oregon,117,oregon
,17712,l,Rich,117,rich
,17713,l,Centerville,117,centerville
,17714,l,Cleveland,117,cleveland
,17715,l,Elmwood,117,elmwood
,17716,l,Glen Arbor,117,glen-arbor
,17717,l,Kasson,117,kasson
,17718,l,Leelanau,117,leelanau
,17719,l,Leland,117,leland
,17720,l,Cambridge,117,cambridge
,17721,l,Fairfield,117,fairfield
,17722,l,Macon,117,macon
,17723,l,Madison,117,madison
,17724,l,Medina,117,medina
,17725,l,Ogden,117,ogden
,17726,l,Palmyra,117,palmyra
,17727,l,Raisin,117,raisin
,17728,l,Ridgeway,117,ridgeway
,17729,l,Riga,117,riga
,17730,l,Rollin,117,rollin
,17731,l,Rome,117,rome
,17732,l,Seneca,117,seneca
,17733,l,Woodstock,117,woodstock
,17734,l,Cohoctah,117,cohoctah
,17735,l,Conway,117,conway
,17736,l,Genoa,117,genoa
,17737,l,Green Oak,117,green-oak
,17738,l,Hamburg,117,hamburg
,17739,l,Handy,117,handy
,17740,l,Hartland,117,hartland
,17741,l,Iosco,117,iosco
,17742,l,Oceola,117,oceola
,17743,l,Putnam,117,putnam
,17744,l,Unadilla,117,unadilla
,17745,l,Columbus,117,columbus
,17746,l,Lakefield,117,lakefield
,17747,l,Mcmillan,117,mcmillan
,17748,l,Pentland,117,pentland
,17749,l,Bois Blanc,117,bois-blanc
,17750,l,Brevort,117,brevort
,17751,l,Clark,117,clark
,17752,l,Hendricks,117,hendricks
,17753,l,Moran,117,moran
,17754,l,Chesterfield,117,chesterfield
,17755,l,Lenox,117,lenox
,17756,l,Macomb,117,macomb
,17757,l,Ray,117,ray
,17758,l,Brown,117,brown
,17759,l,Cleon,117,cleon
,17760,l,Dickson,117,dickson
,17761,l,Filer,117,filer
,17762,l,Marilla,117,marilla
,17763,l,Norman,117,norman
,17764,l,Pleasanton,117,pleasanton
,17765,l,Springdale,117,springdale
,17766,l,Stronach,117,stronach
,17767,l,Champion,117,champion
,17768,l,Chocolay,117,chocolay
,17769,l,Ely,117,ely
,17770,l,Ewing,117,ewing
,17771,l,Forsyth,117,forsyth
,17772,l,Humboldt,117,humboldt
,17773,l,Michigamme,117,michigamme
,17774,l,Powell,117,powell
,17775,l,Republic,117,republic
,17776,l,Sands,117,sands
,17777,l,Skandia,117,skandia
,17778,l,Tilden,117,tilden
,17779,l,Turin,117,turin
,17780,l,Amber,117,amber
,17781,l,Branch,117,branch
,17782,l,Logan,117,logan
,17783,l,Pere Marquette,117,pere-marquette
,17784,l,Riverton,117,riverton
,17785,l,Victory,117,victory
,17786,l,Aetna,117,aetna
,17787,l,Austin,117,austin
,17788,l,Fork,117,fork
,17789,l,Hinton,117,hinton
,17790,l,Martiny,117,martiny
,17791,l,Millbrook,117,millbrook
,17792,l,Morton,117,morton
,17793,l,Cedarville,117,cedarville
,17794,l,Faithorn,117,faithorn
,17795,l,Gourley,117,gourley
,17796,l,Harris,117,harris
,17797,l,Holmes,117,holmes
,17798,l,Ingallston,117,ingallston
,17799,l,Mellen,117,mellen
,17800,l,Meyer,117,meyer
,17801,l,Nadeau,117,nadeau
,17802,l,Spalding,117,spalding
,17803,l,Edenville,117,edenville
,17804,l,Geneva,117,geneva
,17805,l,Greendale,117,greendale
,17806,l,Ingersoll,117,ingersoll
,17807,l,Jasper,117,jasper
,17808,l,Jerome,117,jerome
,17809,l,Larkin,117,larkin
,17810,l,Mills,117,mills
,17811,l,Mt Haley,117,mt-haley
,17812,l,Butterfield,117,butterfield
,17813,l,Caldwell,117,caldwell
,17814,l,Clam Union,117,clam-union
,17815,l,Enterprise,117,enterprise
,17816,l,Norwich,117,norwich
,17817,l,Pioneer,117,pioneer
,17818,l,Reeder,117,reeder
,17819,l,Riverside,117,riverside
,17820,l,Ash,117,ash
,17821,l,Erie,117,erie
,17822,l,Exeter,117,exeter
,17823,l,Frenchtown,117,frenchtown
,17824,l,Ida,117,ida
,17825,l,La Salle,117,la-salle
,17826,l,London,117,london
,17827,l,Raisinville,117,raisinville
,17828,l,Whiteford,117,whiteford
,17829,l,Belvidere,117,belvidere
,17830,l,Bloomer,117,bloomer
,17831,l,Bushnell,117,bushnell
,17832,l,Cato,117,cato
,17833,l,Crystal,117,crystal
,17834,l,Day,117,day
,17835,l,Douglass,117,douglass
,17836,l,Eureka,117,eureka
,17837,l,Evergreen,117,evergreen
,17838,l,Fairplain,117,fairplain
,17839,l,Ferris,117,ferris
,17840,l,Home,117,home
,17841,l,Maple Valley,117,maple-valley
,17842,l,Montcalm,117,montcalm
,17843,l,Pine,117,pine
,17844,l,Reynolds,117,reynolds
,17845,l,Sidney,117,sidney
,17846,l,Winfield,117,winfield
,17847,l,Albert,117,albert
,17848,l,Avery,117,avery
,17849,l,Briley,117,briley
,17850,l,Loud,117,loud
,17851,l,Montmorency,117,montmorency
,17852,l,Rust,117,rust
,17853,l,Cedar Creek,117,cedar-creek
,17854,l,Dalton,117,dalton
,17855,l,Egelston,117,egelston
,17856,l,Fruitland,117,fruitland
,17857,l,Holton,117,holton
,17858,l,Laketon,117,laketon
,17859,l,Moorland,117,moorland
,17860,l,Sullivan,117,sullivan
,17861,l,White River,117,white-river
,17862,l,Ashland,117,ashland
,17863,l,Barton,117,barton
,17864,l,Big Prairie,117,big-prairie
,17865,l,Bridgeton,117,bridgeton
,17866,l,Brooks,117,brooks
,17867,l,Croton,117,croton
,17868,l,Dayton,117,dayton
,17869,l,Ensley,117,ensley
,17870,l,Everett,117,everett
,17871,l,Goodwell,117,goodwell
,17872,l,Lilley,117,lilley
,17873,l,Wilcox,117,wilcox
,17874,l,Brandon,117,brandon
,17875,l,Commerce,117,commerce
,17876,l,Groveland,117,groveland
,17877,l,Highland,117,highland
,17878,l,Independence,117,independence
,17879,l,Lyon,117,lyon
,17880,l,Oakland,117,oakland
,17881,l,Orion,117,orion
,17882,l,Rose,117,rose
,17883,l,Waterford,117,waterford
,17884,l,West Bloomfield,117,west-bloomfield
,17885,l,White Lake,117,white-lake
,17886,l,Benona,117,benona
,17887,l,Claybanks,117,claybanks
,17888,l,Elbridge,117,elbridge
,17889,l,Ferry,117,ferry
,17890,l,Golden,117,golden
,17891,l,Leavitt,117,leavitt
,17892,l,Newfield,117,newfield
,17893,l,Otto,117,otto
,17894,l,Weare,117,weare
,17895,l,Churchill,117,churchill
,17896,l,Cumming,117,cumming
,17897,l,Edwards,117,edwards
,17898,l,Foster,117,foster
,17899,l,Goodar,117,goodar
,17900,l,Hill,117,hill
,17901,l,Horton,117,horton
,17902,l,Klacking,117,klacking
,17903,l,Ogemaw,117,ogemaw
,17904,l,Bergland,117,bergland
,17905,l,Bohemia,117,bohemia
,17906,l,Greenland,117,greenland
,17907,l,Haight,117,haight
,17908,l,Interior,117,interior
,17909,l,Matchwood,117,matchwood
,17910,l,Rockland,117,rockland
,17911,l,Stannard,117,stannard
,17912,l,Burdell,117,burdell
,17913,l,Cedar,117,cedar
,17914,l,Hartwick,117,hartwick
,17915,l,Middle Branch,117,middle-branch
,17916,l,Orient,117,orient
,17917,l,Rose Lake,117,rose-lake
,17918,l,Sylvan,117,sylvan
,17919,l,Big Creek,117,big-creek
,17920,l,Comins,117,comins
,17921,l,Elmer,117,elmer
,17922,l,Bagley,117,bagley
,17923,l,Charlton,117,charlton
,17924,l,Corwith,117,corwith
,17925,l,Elmira,117,elmira
,17926,l,Livingston,117,livingston
,17927,l,Otsego Lake,117,otsego-lake
,17928,l,Allendale,117,allendale
,17929,l,Blendon,117,blendon
,17930,l,Crockery,117,crockery
,17931,l,Georgetown,117,georgetown
,17932,l,Jamestown,117,jamestown
,17933,l,Park,117,park
,17934,l,Polkton,117,polkton
,17935,l,Port Sheldon,117,port-sheldon
,17936,l,Robinson,117,robinson
,17937,l,Tallmadge,117,tallmadge
,17938,l,Allis,117,allis
,17939,l,Bearinger,117,bearinger
,17940,l,Belknap,117,belknap
,17941,l,Bismarck,117,bismarck
,17942,l,Case,117,case
,17943,l,Krakow,117,krakow
,17944,l,Metz,117,metz
,17945,l,Moltke,117,moltke
,17946,l,North Allis,117,north-allis
,17947,l,Ocqueoc,117,ocqueoc
,17948,l,Presque Isle,117,presque-isle
,17949,l,Pulawski,117,pulawski
,17950,l,Rogers,117,rogers
,17951,l,Backus,117,backus
,17952,l,Denton,117,denton
,17953,l,Gerrish,117,gerrish
,17954,l,Higgins,117,higgins
,17955,l,Markey,117,markey
,17956,l,Nester,117,nester
,17957,l,Albee,117,albee
,17958,l,Blumfield,117,blumfield
,17959,l,Brant,117,brant
,17960,l,Bridgeport,117,bridgeport
,17961,l,Buena Vista,117,buena-vista
,17962,l,Carrollton,117,carrollton
,17963,l,Chapin,117,chapin
,17964,l,James,117,james
,17965,l,Jonesfield,117,jonesfield
,17966,l,Kochville,117,kochville
,17967,l,Spaulding,117,spaulding
,17968,l,Swan Creek,117,swan-creek
,17969,l,Taymouth,117,taymouth
,17970,l,Thomas,117,thomas
,17971,l,Tittabawassee,117,tittabawassee
,17972,l,Brockway,117,brockway
,17973,l,Burtchville,117,burtchville
,17974,l,China,117,china
,17975,l,Clay,117,clay
,17976,l,Cottrellville,117,cottrellville
,17977,l,East China,117,east-china
,17978,l,Fort Gratiot,117,fort-gratiot
,17979,l,Ira,117,ira
,17980,l,Kenockee,117,kenockee
,17981,l,Kimball,117,kimball
,17982,l,Lynn,117,lynn
,17983,l,Mussey,117,mussey
,17984,l,Wales,117,wales
,17985,l,Fabius,117,fabius
,17986,l,Fawn River,117,fawn-river
,17987,l,Florence,117,florence
,17988,l,Flowerfield,117,flowerfield
,17989,l,Leonidas,117,leonidas
,17990,l,Lockport,117,lockport
,17991,l,Mottville,117,mottville
,17992,l,Argyle,117,argyle
,17993,l,Bridgehampton,117,bridgehampton
,17994,l,Buel,117,buel
,17995,l,Delaware,117,delaware
,17996,l,Flynn,117,flynn
,17997,l,Forester,117,forester
,17998,l,Greenleaf,117,greenleaf
,17999,l,Lamotte,117,lamotte
,18000,l,Moore,117,moore
,18001,l,Sanilac,117,sanilac
,18002,l,Speaker,117,speaker
,18003,l,Worth,117,worth
,18004,l,Doyle,117,doyle
,18005,l,Germfask,117,germfask
,18006,l,Hiawatha,117,hiawatha
,18007,l,Inwood,117,inwood
,18008,l,Mueller,117,mueller
,18009,l,Seney,117,seney
,18010,l,Thompson,117,thompson
,18011,l,Antrim,117,antrim
,18012,l,Bennington,117,bennington
,18013,l,Burns,117,burns
,18014,l,Hazelton,117,hazelton
,18015,l,Middlebury,117,middlebury
,18016,l,Rush,117,rush
,18017,l,Sciota,117,sciota
,18018,l,Shiawassee,117,shiawassee
,18019,l,Venice,117,venice
,18020,l,Woodhull,117,woodhull
,18021,l,Almer,117,almer
,18022,l,Arbela,117,arbela
,18023,l,Denmark,117,denmark
,18024,l,Elkland,117,elkland
,18025,l,Ellington,117,ellington
,18026,l,Gilford,117,gilford
,18027,l,Indianfields,117,indianfields
,18028,l,Juniata,117,juniata
,18029,l,Koylton,117,koylton
,18030,l,Novesta,117,novesta
,18031,l,Tuscola,117,tuscola
,18032,l,Wisner,117,wisner
,18033,l,Almena,117,almena
,18034,l,Antwerp,117,antwerp
,18035,l,Arlington,117,arlington
,18036,l,Covert,117,covert
,18037,l,Keeler,117,keeler
,18038,l,Pine Grove,117,pine-grove
,18039,l,Bridgewater,117,bridgewater
,18040,l,Freedom,117,freedom
,18041,l,Lima,117,lima
,18042,l,Lodi,117,lodi
,18043,l,Lyndon,117,lyndon
,18044,l,Northfield,117,northfield
,18045,l,Pittsfield,117,pittsfield
,18046,l,Scio,117,scio
,18047,l,Sharon,117,sharon
,18048,l,Webster,117,webster
,18049,l,York,117,york
,18050,l,Brownstown,117,brownstown
,18051,l,Canton,117,canton
,18052,l,Grosse Ile,117,grosse-ile
,18053,l,Redford,117,redford
,18054,l,Sumpter,117,sumpter
,18055,l,Van Buren,117,van-buren
,18056,l,Antioch,117,antioch
,18057,l,Boon,117,boon
,18058,l,Cherry Grove,117,cherry-grove
,18059,l,Clam Lake,117,clam-lake
,18060,l,Haring,117,haring
,18061,l,Henderson,117,henderson
,18062,l,Selma,117,selma
,18063,l,Slagle,117,slagle
,18064,l,Springville,117,springville
,18065,l,Wexford,117,wexford
,18066,l,St Louis County,156,st-louis-county
,18067,l,Nowthen,156,nowthen
,18068,l,St Francis,156,st-francis
,18069,l,St Clair,156,st-clair
,18070,l,South St Paul,156,south-st-paul
,18071,l,West St Paul,156,west-st-paul
,18072,l,St Anthony Village,156,st-anthony-village
,18073,l,St Bonifacius,156,st-bonifacius
,18074,l,St Louis Park,156,st-louis-park
,18075,l,St Vincent,156,st-vincent
,18076,l,Leroy,156,leroy
,18077,l,St Peter,156,st-peter
,18078,l,St Hilaire,156,st-hilaire
,18079,l,North St Paul,156,north-st-paul
,18080,l,St Paul,156,st-paul
,18081,l,Jordan,156,jordan
,18082,l,Elko New Market,156,elko-new-market
,18083,l,St Anthony,156,st-anthony
,18084,l,St Cloud,156,st-cloud
,18085,l,St Joseph,156,st-joseph
,18086,l,St Martin,156,st-martin
,18087,l,St Rosa,156,st-rosa
,18088,l,St Stephen,156,st-stephen
,18089,l,St Augusta,156,st-augusta
,18090,l,Birchwood,156,birchwood
,18091,l,Lake St Croix Beach,156,lake-st-croix-beach
,18092,l,Marine On St Croix,156,marine-on-st-croix
,18093,l,St Mary's Point,156,st-marys-point
,18094,l,St Paul Park,156,st-paul-park
,18095,l,St James,156,st-james
,18096,l,St Charles,156,st-charles
,18097,l,St Michael,156,st-michael
,18098,l,St Leo,156,st-leo
,18099,l,Ball Bluff,156,ball-bluff
,18100,l,Balsam,156,balsam
,18101,l,Beaver,156,beaver
,18102,l,Clark,156,clark
,18103,l,Cornish,156,cornish
,18104,l,Farm Island,156,farm-island
,18105,l,Fleming,156,fleming
,18106,l,Glen,156,glen
,18107,l,Haugen,156,haugen
,18108,l,Hazelton,156,hazelton
,18109,l,Hill Lake,156,hill-lake
,18110,l,Idun,156,idun
,18111,l,Jevne,156,jevne
,18112,l,Kimberly,156,kimberly
,18113,l,Lakeside,156,lakeside
,18114,l,Lee,156,lee
,18115,l,Libby,156,libby
,18116,l,Logan,156,logan
,18117,l,Macville,156,macville
,18118,l,Malmo,156,malmo
,18119,l,Morrison,156,morrison
,18120,l,Nordland,156,nordland
,18121,l,Pliny,156,pliny
,18122,l,Rice River,156,rice-river
,18123,l,Salo,156,salo
,18124,l,Seavey,156,seavey
,18125,l,Shamrock,156,shamrock
,18126,l,Spalding,156,spalding
,18127,l,Spencer,156,spencer
,18128,l,Turner,156,turner
,18129,l,Verdon,156,verdon
,18130,l,Wagner,156,wagner
,18131,l,Waukenabo,156,waukenabo
,18132,l,Wealthwood,156,wealthwood
,18133,l,White Pine,156,white-pine
,18134,l,Workman,156,workman
,18135,l,Millward,156,millward
,18136,l,Linwood,156,linwood
,18137,l,Atlanta,156,atlanta
,18138,l,Burlington,156,burlington
,18139,l,Carsonville,156,carsonville
,18140,l,Cormorant,156,cormorant
,18141,l,Cuba,156,cuba
,18142,l,Detroit,156,detroit
,18143,l,Erie,156,erie
,18144,l,Evergreen,156,evergreen
,18145,l,Green Valley,156,green-valley
,18146,l,Hamden,156,hamden
,18147,l,Height Of Land,156,height-of-land
,18148,l,Holmesville,156,holmesville
,18149,l,Lake Eunice,156,lake-eunice
,18150,l,Lake View,156,lake-view
,18151,l,Osage,156,osage
,18152,l,Pine Point,156,pine-point
,18153,l,Riceville,156,riceville
,18154,l,Richwood,156,richwood
,18155,l,Runeberg,156,runeberg
,18156,l,Savannah,156,savannah
,18157,l,Shell Lake,156,shell-lake
,18158,l,Silver Leaf,156,silver-leaf
,18159,l,Spring Creek,156,spring-creek
,18160,l,Spruce Grove,156,spruce-grove
,18161,l,Sugar Bush,156,sugar-bush
,18162,l,Toad Lake,156,toad-lake
,18163,l,Two Inlets,156,two-inlets
,18164,l,Walworth,156,walworth
,18165,l,White Earth,156,white-earth
,18166,l,Eagle View,156,eagle-view
,18167,l,Forest,156,forest
,18168,l,Alaska,156,alaska
,18169,l,Battle,156,battle
,18170,l,Benville,156,benville
,18171,l,Birch,156,birch
,18172,l,Buzzle,156,buzzle
,18173,l,Cormant,156,cormant
,18174,l,Durand,156,durand
,18175,l,Eckles,156,eckles
,18176,l,Frohn,156,frohn
,18177,l,Grant Valley,156,grant-valley
,18178,l,Hagali,156,hagali
,18179,l,Hamre,156,hamre
,18180,l,Hines,156,hines
,18181,l,Hornet,156,hornet
,18182,l,Jones,156,jones
,18183,l,Lammers,156,lammers
,18184,l,Langor,156,langor
,18185,l,Liberty,156,liberty
,18186,l,Maple Ridge,156,maple-ridge
,18187,l,Minnie,156,minnie
,18188,l,Nebish,156,nebish
,18189,l,Northern,156,northern
,18190,l,Obrien,156,obrien
,18191,l,Port Hope,156,port-hope
,18192,l,Quiring,156,quiring
,18193,l,Shooks,156,shooks
,18194,l,Shotley,156,shotley
,18195,l,Steenerson,156,steenerson
,18196,l,Summit,156,summit
,18197,l,Ten Lake,156,ten-lake
,18198,l,Turtle Lake,156,turtle-lake
,18199,l,Woodrow,156,woodrow
,18200,l,Waskish,156,waskish
,18201,l,Taylor,156,taylor
,18202,l,Gilmanton,156,gilmanton
,18203,l,Glendorado,156,glendorado
,18204,l,Graham,156,graham
,18205,l,Granite Ledge,156,granite-ledge
,18206,l,Langola,156,langola
,18207,l,Mayhew Lake,156,mayhew-lake
,18208,l,Maywood,156,maywood
,18209,l,Minden,156,minden
,18210,l,St George,156,st-george
,18211,l,Watab,156,watab
,18212,l,Akron,156,akron
,18213,l,Almond,156,almond
,18214,l,Artichoke,156,artichoke
,18215,l,Big Stone,156,big-stone
,18216,l,Foster,156,foster
,18217,l,Malta,156,malta
,18218,l,Moonshine,156,moonshine
,18219,l,Otrey,156,otrey
,18220,l,Prior,156,prior
,18221,l,Toqua,156,toqua
,18222,l,Beauford,156,beauford
,18223,l,Butternut Valley,156,butternut-valley
,18224,l,Cambria,156,cambria
,18225,l,Ceresco,156,ceresco
,18226,l,Danville,156,danville
,18227,l,Decoria,156,decoria
,18228,l,Garden City,156,garden-city
,18229,l,Jamestown,156,jamestown
,18230,l,Judson,156,judson
,18231,l,Le Ray,156,le-ray
,18232,l,Lime,156,lime
,18233,l,Lincoln,156,lincoln
,18234,l,Lyra,156,lyra
,18235,l,Mcpherson,156,mcpherson
,18236,l,Medo,156,medo
,18237,l,Pleasant Mound,156,pleasant-mound
,18238,l,Rapidan,156,rapidan
,18239,l,Shelby,156,shelby
,18240,l,South Bend,156,south-bend
,18241,l,Sterling,156,sterling
,18242,l,Albin,156,albin
,18243,l,Bashaw,156,bashaw
,18244,l,Burnstown,156,burnstown
,18245,l,Eden,156,eden
,18246,l,Home,156,home
,18247,l,Lake Hanska,156,lake-hanska
,18248,l,Leavenworth,156,leavenworth
,18249,l,Linden,156,linden
,18250,l,Milford,156,milford
,18251,l,Mulligan,156,mulligan
,18252,l,North Star,156,north-star
,18253,l,Prairieville,156,prairieville
,18254,l,Sigel,156,sigel
,18255,l,Stark,156,stark
,18256,l,Stately,156,stately
,18257,l,Atkinson,156,atkinson
,18258,l,Automba,156,automba
,18259,l,Beseman,156,beseman
,18260,l,Blackhoof,156,blackhoof
,18261,l,Holyoke,156,holyoke
,18262,l,Kalevala,156,kalevala
,18263,l,Lakeview,156,lakeview
,18264,l,Mahtowa,156,mahtowa
,18265,l,Silver,156,silver
,18266,l,Silver Brook,156,silver-brook
,18267,l,Skelton,156,skelton
,18268,l,Split Rock,156,split-rock
,18269,l,Eagle,156,eagle
,18270,l,Perch Lake,156,perch-lake
,18271,l,Benton,156,benton
,18272,l,Camden,156,camden
,18273,l,Dahlgren,156,dahlgren
,18274,l,Hollywood,156,hollywood
,18275,l,Laketown,156,laketown
,18276,l,San Francisco,156,san-francisco
,18277,l,Young America,156,young-america
,18278,l,Ansel,156,ansel
,18279,l,Barclay,156,barclay
,18280,l,Beulah,156,beulah
,18281,l,Birch Lake,156,birch-lake
,18282,l,Blind Lake,156,blind-lake
,18283,l,Boy Lake,156,boy-lake
,18284,l,Bull Moose,156,bull-moose
,18285,l,Bungo,156,bungo
,18286,l,Crooked Lake,156,crooked-lake
,18287,l,Deerfield,156,deerfield
,18288,l,Fairview,156,fairview
,18289,l,Gould,156,gould
,18290,l,Hiram,156,hiram
,18291,l,Home Brook,156,home-brook
,18292,l,Inguadona,156,inguadona
,18293,l,Kego,156,kego
,18294,l,Leech Lake,156,leech-lake
,18295,l,Lima,156,lima
,18296,l,Loon Lake,156,loon-lake
,18297,l,Maple,156,maple
,18298,l,May,156,may
,18299,l,Meadow Brook,156,meadow-brook
,18300,l,Pike Bay,156,pike-bay
,18301,l,Pine Lake,156,pine-lake
,18302,l,Ponto Lake,156,ponto-lake
,18303,l,Poplar,156,poplar
,18304,l,Powers,156,powers
,18305,l,Salem,156,salem
,18306,l,Shingobee,156,shingobee
,18307,l,Slater,156,slater
,18308,l,Smoky Hollow,156,smoky-hollow
,18309,l,Sylvan,156,sylvan
,18310,l,Thunder Lake,156,thunder-lake
,18311,l,Torrey,156,torrey
,18312,l,Trelipe,156,trelipe
,18313,l,Wabedo,156,wabedo
,18314,l,Walden,156,walden
,18315,l,Wilkinson,156,wilkinson
,18316,l,Wilson,156,wilson
,18317,l,Otter Tail Peninsula,156,otter-tail-peninsula
,18318,l,Big Bend,156,big-bend
,18319,l,Crate,156,crate
,18320,l,Grace,156,grace
,18321,l,Havelock,156,havelock
,18322,l,Kragero,156,kragero
,18323,l,Leenthrop,156,leenthrop
,18324,l,Lone Tree,156,lone-tree
,18325,l,Louriston,156,louriston
,18326,l,Mandt,156,mandt
,18327,l,Rheiderland,156,rheiderland
,18328,l,Rosewood,156,rosewood
,18329,l,Sparta,156,sparta
,18330,l,Stoneham,156,stoneham
,18331,l,Tunsberg,156,tunsberg
,18332,l,Woods,156,woods
,18333,l,Amador,156,amador
,18334,l,Chisago Lake,156,chisago-lake
,18335,l,Fish Lake,156,fish-lake
,18336,l,Franconia,156,franconia
,18337,l,Lent,156,lent
,18338,l,Nessel,156,nessel
,18339,l,Rushseba,156,rushseba
,18340,l,Sunrise,156,sunrise
,18341,l,Alliance,156,alliance
,18342,l,Eglon,156,eglon
,18343,l,Elmwood,156,elmwood
,18344,l,Flowing,156,flowing
,18345,l,Goose Prairie,156,goose-prairie
,18346,l,Hagen,156,hagen
,18347,l,Highland Grove,156,highland-grove
,18348,l,Holy Cross,156,holy-cross
,18349,l,Keene,156,keene
,18350,l,Kragnes,156,kragnes
,18351,l,Kurtz,156,kurtz
,18352,l,Moland,156,moland
,18353,l,Morken,156,morken
,18354,l,Oakport,156,oakport
,18355,l,Parke,156,parke
,18356,l,Skree,156,skree
,18357,l,Spring Prairie,156,spring-prairie
,18358,l,Tansem,156,tansem
,18359,l,Viding,156,viding
,18360,l,Bear Creek,156,bear-creek
,18361,l,Clover,156,clover
,18362,l,Copley,156,copley
,18363,l,Dudley,156,dudley
,18364,l,Eddy,156,eddy
,18365,l,Falk,156,falk
,18366,l,Hangaard,156,hangaard
,18367,l,Holst,156,holst
,18368,l,Itasca,156,itasca
,18369,l,Leon,156,leon
,18370,l,Minerva,156,minerva
,18371,l,Moose Creek,156,moose-creek
,18372,l,Nora,156,nora
,18373,l,Popple,156,popple
,18374,l,Sinclair,156,sinclair
,18375,l,Winsor,156,winsor
,18376,l,Long Lost Lake,156,long-lost-lake
,18377,l,Lutsen,156,lutsen
,18378,l,Schroeder,156,schroeder
,18379,l,Tofte,156,tofte
,18380,l,Amo,156,amo
,18381,l,Ann,156,ann
,18382,l,Carson,156,carson
,18383,l,Dale,156,dale
,18384,l,Delton,156,delton
,18385,l,Germantown,156,germantown
,18386,l,Great Bend,156,great-bend
,18387,l,Highwater,156,highwater
,18388,l,Midway,156,midway
,18389,l,Rose Hill,156,rose-hill
,18390,l,Selma,156,selma
,18391,l,Southbrook,156,southbrook
,18392,l,Bay Lake,156,bay-lake
,18393,l,Center,156,center
,18394,l,Crow Wing,156,crow-wing
,18395,l,Daggett Brook,156,daggett-brook
,18396,l,Fairfield,156,fairfield
,18397,l,Gail Lake,156,gail-lake
,18398,l,Ideal,156,ideal
,18399,l,Irondale,156,irondale
,18400,l,Lake Edward,156,lake-edward
,18401,l,Little Pine,156,little-pine
,18402,l,Mission,156,mission
,18403,l,Nokay Lake,156,nokay-lake
,18404,l,Oak Lawn,156,oak-lawn
,18405,l,Pelican,156,pelican
,18406,l,Perry Lake,156,perry-lake
,18407,l,Platte Lake,156,platte-lake
,18408,l,Rabbit Lake,156,rabbit-lake
,18409,l,Ross Lake,156,ross-lake
,18410,l,St Mathias,156,st-mathias
,18411,l,Timothy,156,timothy
,18412,l,Wolford,156,wolford
,18413,l,Castle Rock,156,castle-rock
