abbrev,id,level,name,parent,slug,parent_abbrev
,18183,l,Lammers,156.0,lammers,MN
,18184,l,Langor,156.0,langor,MN
,18185,l,Liberty,156.0,liberty,MN
,18186,l,Maple Ridge,156.0,maple-ridge,MN
,18187,l,Minnie,156.0,minnie,MN
,18188,l,Nebish,156.0,nebish,MN
,18189,l,Northern,156.0,northern,MN
,18190,l,Obrien,156.0,obrien,MN
,18191,l,Port Hope,156.0,port-hope,MN
,18192,l,Quiring,156.0,quiring,MN
,18193,l,Shooks,156.0,shooks,MN
,18194,l,Shotley,156.0,shotley,MN
,18195,l,Steenerson,156.0,steenerson,MN
,18196,l,Summit,156.0,summit,MN
,18197,l,Ten Lake,156.0,ten-lake,MN
,18198,l,Turtle Lake,156.0,turtle-lake,MN
,18199,l,Woodrow,156.0,woodrow,MN
,18200,l,Waskish,156.0,waskish,MN
,18201,l,Taylor,156.0,taylor,MN
,18202,l,Gilmanton,156.0,gilmanton,MN
,18203,l,Glendorado,156.0,glendorado,MN
,18204,l,Graham,156.0,graham,MN
,18205,l,Granite Ledge,156.0,granite-ledge,MN
,18206,l,Langola,156.0,langola,MN
,18207,l,Mayhew Lake,156.0,mayhew-lake,MN
,18208,l,Maywood,156.0,maywood,MN
,18209,l,Minden,156.0,minden,MN
,18210,l,St George,156.0,st-george,MN
,18211,l,Watab,156.0,watab,MN
,18212,l,Akron,156.0,akron,MN
,18213,l,Almond,156.0,almond,MN
,18214,l,Artichoke,156.0,artichoke,MN
,18215,l,Big Stone,156.0,big-stone,MN
,18216,l,Foster,156.0,foster,MN
,18217,l,Malta,156.0,malta,MN
,18218,l,Moonshine,156.0,moonshine,MN
,18219,l,Otrey,156.0,otrey,MN
,18220,l,Prior,156.0,prior,MN
,18221,l,Toqua,156.0,toqua,MN
,18222,l,Beauford,156.0,beauford,MN
,18223,l,Butternut Valley,156.0,butternut-valley,MN
,18224,l,Cambria,156.0,cambria,MN
,18225,l,Ceresco,156.0,ceresco,MN
,18226,l,Danville,156.0,danville,MN
,18227,l,Decoria,156.0,decoria,MN
,18228,l,Garden City,156.0,garden-city,MN
,18229,l,Jamestown,156.0,jamestown,MN
,18230,l,Judson,156.0,judson,MN
,18231,l,Le Ray,156.0,le-ray,MN
,18232,l,Lime,156.0,lime,MN
,18233,l,Lincoln,156.0,lincoln,MN
,18234,l,Lyra,156.0,lyra,MN
,18235,l,Mcpherson,156.0,mcpherson,MN
,18236,l,Medo,156.0,medo,MN
,18237,l,Pleasant Mound,156.0,pleasant-mound,MN
,18238,l,Rapidan,156.0,rapidan,MN
,18239,l,Shelby,156.0,shelby,MN
,18240,l,South Bend,156.0,south-bend,MN
,18241,l,Sterling,156.0,sterling,MN
,18242,l,Albin,156.0,albin,MN
,18243,l,Bashaw,156.0,bashaw,MN
,18244,l,Burnstown,156.0,burnstown,MN
,18245,l,Eden,156.0,eden,MN
,18246,l,Home,156.0,home,MN
,18247,l,Lake Hanska,156.0,lake-hanska,MN
,18248,l,Leavenworth,156.0,leavenworth,MN
,18249,l,Linden,156.0,linden,MN
,18250,l,Milford,156.0,milford,MN
,18251,l,Mulligan,156.0,mulligan,MN
,18252,l,North Star,156.0,north-star,MN
,18253,l,Prairieville,156.0,prairieville,MN
,18254,l,Sigel,156.0,sigel,MN
,18255,l,Stark,156.0,stark,MN
,18256,l,Stately,156.0,stately,MN
,18257,l,Atkinson,156.0,atkinson,MN
,18258,l,Automba,156.0,automba,MN
,18259,l,Beseman,156.0,beseman,MN
,18260,l,Blackhoof,156.0,blackhoof,MN
,18261,l,Holyoke,156.0,holyoke,MN
,18262,l,Kalevala,156.0,kalevala,MN
,18263,l,Lakeview,156.0,lakeview,MN
,18264,l,Mahtowa,156.0,mahtowa,MN
,18265,l,Silver,156.0,silver,MN
,18266,l,Silver Brook,156.0,silver-brook,MN
,18267,l,Skelton,156.0,skelton,MN
,18268,l,Split Rock,156.0,split-rock,MN
,18269,l,Eagle,156.0,eagle,MN
,18270,l,Perch Lake,156.0,perch-lake,MN
,18271,l,Benton,156.0,benton,MN
,18272,l,Camden,156.0,camden,MN
,18273,l,Dahlgren,156.0,dahlgren,MN
,18274,l,Hollywood,156.0,hollywood,MN
,18275,l,Laketown,156.0,laketown,MN
,18276,l,San Francisco,156.0,san-francisco,MN
,18277,l,Young America,156.0,young-america,MN
,18278,l,Ansel,156.0,ansel,MN
,18279,l,Barclay,156.0,barclay,MN
,18280,l,Beulah,156.0,beulah,MN
,18281,l,Birch Lake,156.0,birch-lake,MN
,18282,l,Blind Lake,156.0,blind-lake,MN
,18283,l,Boy Lake,156.0,boy-lake,MN
,18284,l,Bull Moose,156.0,bull-moose,MN
,18285,l,Bungo,156.0,bungo,MN
,18286,l,Crooked Lake,156.0,crooked-lake,MN
,18287,l,Deerfield,156.0,deerfield,MN
,18288,l,Fairview,156.0,fairview,MN
,18289,l,Gould,156.0,gould,MN
,18290,l,Hiram,156.0,hiram,MN
,18291,l,Home Brook,156.0,home-brook,MN
,18292,l,Inguadona,156.0,inguadona,MN
,18293,l,Kego,156.0,kego,MN
,18294,l,Leech Lake,156.0,leech-lake,MN
,18295,l,Lima,156.0,lima,MN
,18296,l,Loon Lake,156.0,loon-lake,MN
,18297,l,Maple,156.0,maple,MN
,18298,l,May,156.0,may,MN
,18299,l,Meadow Brook,156.0,meadow-brook,MN
,18300,l,Pike Bay,156.0,pike-bay,MN
,18301,l,Pine Lake,156.0,pine-lake,MN
,18302,l,Ponto Lake,156.0,ponto-lake,MN
,18303,l,Poplar,156.0,poplar,MN
,18304,l,Powers,156.0,powers,MN
,18305,l,Salem,156.0,salem,MN
,18306,l,Shingobee,156.0,shingobee,MN
,18307,l,Slater,156.0,slater,MN
,18308,l,Smoky Hollow,156.0,smoky-hollow,MN
,18309,l,Sylvan,156.0,sylvan,MN
,18310,l,Thunder Lake,156.0,thunder-lake,MN
,18311,l,Torrey,156.0,torrey,MN
,18312,l,Trelipe,156.0,trelipe,MN
,18313,l,Wabedo,156.0,wabedo,MN
,18314,l,Walden,156.0,walden,MN
,18315,l,Wilkinson,156.0,wilkinson,MN
,18316,l,Wilson,156.0,wilson,MN
,18317,l,Otter Tail Peninsula,156.0,otter-tail-peninsula,MN
,18318,l,Big Bend,156.0,big-bend,MN
,18319,l,Crate,156.0,crate,MN
,18320,l,Grace,156.0,grace,MN
,18321,l,Havelock,156.0,havelock,MN
,18322,l,Kragero,156.0,kragero,MN
,18323,l,Leenthrop,156.0,leenthrop,MN
,18324,l,Lone Tree,156.0,lone-tree,MN
,18325,l,Louriston,156.0,louriston,MN
,18326,l,Mandt,156.0,mandt,MN
,18327,l,Rheiderland,156.0,rheiderland,MN
,18328,l,Rosewood,156.0,rosewood,MN
,18329,l,Sparta,156.0,sparta,MN
,18330,l,Stoneham,156.0,stoneham,MN
,18331,l,Tunsberg,156.0,tunsberg,MN
,18332,l,Woods,156.0,woods,MN
,18333,l,Amador,156.0,amador,MN
,18334,l,Chisago Lake,156.0,chisago-lake,MN
,18335,l,Fish Lake,156.0,fish-lake,MN
,18336,l,Franconia,156.0,franconia,MN
,18337,l,Lent,156.0,lent,MN
,18338,l,Nessel,156.0,nessel,MN
,18339,l,Rushseba,156.0,rushseba,MN
,18340,l,Sunrise,156.0,sunrise,MN
,18341,l,Alliance,156.0,alliance,MN
,18342,l,Eglon,156.0,eglon,MN
,18343,l,Elmwood,156.0,elmwood,MN
,18344,l,Flowing,156.0,flowing,MN
,18345,l,Goose Prairie,156.0,goose-prairie,MN
,18346,l,Hagen,156.0,hagen,MN
,18347,l,Highland Grove,156.0,highland-grove,MN
,18348,l,Holy Cross,156.0,holy-cross,MN
,18349,l,Keene,156.0,keene,MN
,18350,l,Kragnes,156.0,kragnes,MN
,18351,l,Kurtz,156.0,kurtz,MN
,18352,l,Moland,156.0,moland,MN
,18353,l,Morken,156.0,morken,MN
,18354,l,Oakport,156.0,oakport,MN
,18355,l,Parke,156.0,parke,MN
,18356,l,Skree,156.0,skree,MN
,18357,l,Spring Prairie,156.0,spring-prairie,MN
,18358,l,Tansem,156.0,tansem,MN
,18359,l,Viding,156.0,viding,MN
,18360,l,Bear Creek,156.0,bear-creek,MN
,18361,l,Clover,156.0,clover,MN
,18362,l,Copley,156.0,copley,MN
,18363,l,Dudley,156.0,dudley,MN
,18364,l,Eddy,156.0,eddy,MN
,18365,l,Falk,156.0,falk,MN
,18366,l,Hangaard,156.0,hangaard,MN
,18367,l,Holst,156.0,holst,MN
,18368,l,Itasca,156.0,itasca,MN
,18369,l,Leon,156.0,leon,MN
,18370,l,Minerva,156.0,minerva,MN
,18371,l,Moose Creek,156.0,moose-creek,MN
,18372,l,Nora,156.0,nora,MN
,18373,l,Popple,156.0,popple,MN
,18374,l,Sinclair,156.0,sinclair,MN
,18375,l,Winsor,156.0,winsor,MN
,18376,l,Long Lost Lake,156.0,long-lost-lake,MN
,18377,l,Lutsen,156.0,lutsen,MN
,18378,l,Schroeder,156.0,schroeder,MN
,18379,l,Tofte,156.0,tofte,MN
,18380,l,Amo,156.0,amo,MN
,18381,l,Ann,156.0,ann,MN
,18382,l,Carson,156.0,carson,MN
,18383,l,Dale,156.0,dale,MN
,18384,l,Delton,156.0,delton,MN
,18385,l,Germantown,156.0,germantown,MN
,18386,l,Great Bend,156.0,great-bend,MN
,18387,l,Highwater,156.0,highwater,MN
,18388,l,Midway,156.0,midway,MN
,18389,l,Rose Hill,156.0,rose-hill,MN
,18390,l,Selma,156.0,selma,MN
,18391,l,Southbrook,156.0,southbrook,MN
,18392,l,Bay Lake,156.0,bay-lake,MN
,18393,l,Center,156.0,center,MN
,18394,l,Crow Wing,156.0,crow-wing,MN
,18395,l,Daggett Brook,156.0,daggett-brook,MN
,18396,l,Fairfield,156.0,fairfield,MN
,18397,l,Gail Lake,156.0,gail-lake,MN
,18398,l,Ideal,156.0,ideal,MN
,18399,l,Irondale,156.0,irondale,MN
,18400,l,Lake Edward,156.0,lake-edward,MN
,18401,l,Little Pine,156.0,little-pine,MN
,18402,l,Mission,156.0,mission,MN
,18403,l,Nokay Lake,156.0,nokay-lake,MN
,18404,l,Oak Lawn,156.0,oak-lawn,MN
,18405,l,Pelican,156.0,pelican,MN
,18406,l,Perry Lake,156.0,perry-lake,MN
,18407,l,Platte Lake,156.0,platte-lake,MN
,18408,l,Rabbit Lake,156.0,rabbit-lake,MN
,18409,l,Ross Lake,156.0,ross-lake,MN
,18410,l,St Mathias,156.0,st-mathias,MN
,18411,l,Timothy,156.0,timothy,MN
,18412,l,Wolford,156.0,wolford,MN
,18413,l,Castle Rock,156.0,castle-rock,MN
,18414,l,Douglas,156.0,douglas,MN
,18415,l,Empire,156.0,empire,MN
,18416,l,Eureka,156.0,eureka,MN
,18417,l,Greenvale,156.0,greenvale,MN
,18418,l,Marshan,156.0,marshan,MN
,18419,l,Nininger,156.0,nininger,MN
,18420,l,Ravenna,156.0,ravenna,MN
,18421,l,Sciota,156.0,sciota,MN
,18422,l,Waterford,156.0,waterford,MN
,18423,l,Ashland,156.0,ashland,MN
,18424,l,Canisteo,156.0,canisteo,MN
,18425,l,Concord,156.0,concord,MN
,18426,l,Ellington,156.0,ellington,MN
,18427,l,Milton,156.0,milton,MN
,18428,l,Ripley,156.0,ripley,MN
,18429,l,Vernon,156.0,vernon,MN
,18430,l,Wasioja,156.0,wasioja,MN
,18431,l,Westfield,156.0,westfield,MN
,18432,l,Belle River,156.0,belle-river,MN
,18433,l,Holmes City,156.0,holmes-city,MN
,18434,l,Hudson,156.0,hudson,MN
,18435,l,Ida,156.0,ida,MN
,18436,l,La Grand,156.0,la-grand,MN
,18437,l,Lake Mary,156.0,lake-mary,MN
,18438,l,Leaf Valley,156.0,leaf-valley,MN
,18439,l,Lund,156.0,lund,MN
,18440,l,Moe,156.0,moe,MN
,18441,l,Orange,156.0,orange,MN
,18442,l,Solem,156.0,solem,MN
,18443,l,Spruce Hill,156.0,spruce-hill,MN
,18444,l,Urness,156.0,urness,MN
,18445,l,Barber,156.0,barber,MN
,18446,l,Blue Earth City,156.0,blue-earth-city,MN
,18447,l,Brush Creek,156.0,brush-creek,MN
,18448,l,Dunbar,156.0,dunbar,MN
,18449,l,Emerald,156.0,emerald,MN
,18450,l,Jo Daviess,156.0,jo-daviess,MN
,18451,l,Lura,156.0,lura,MN
,18452,l,Pilot Grove,156.0,pilot-grove,MN
,18453,l,Prescott,156.0,prescott,MN
,18454,l,Rome,156.0,rome,MN
,18455,l,Seely,156.0,seely,MN
,18456,l,Verona,156.0,verona,MN
,18457,l,Walnut Lake,156.0,walnut-lake,MN
,18458,l,Amherst,156.0,amherst,MN
,18459,l,Arendahl,156.0,arendahl,MN
,18460,l,Bloomfield,156.0,bloomfield,MN
,18461,l,Bristol,156.0,bristol,MN
,18462,l,Carimona,156.0,carimona,MN
,18463,l,Carrolton,156.0,carrolton,MN
,18464,l,Fillmore,156.0,fillmore,MN
,18465,l,Forestville,156.0,forestville,MN
,18466,l,Newburg,156.0,newburg,MN
,18467,l,Norway,156.0,norway,MN
,18468,l,Pilot Mound,156.0,pilot-mound,MN
,18469,l,Preble,156.0,preble,MN
,18470,l,Sumner,156.0,sumner,MN
,18471,l,York,156.0,york,MN
,18472,l,Bancroft,156.0,bancroft,MN
,18473,l,Bath,156.0,bath,MN
,18474,l,Carlston,156.0,carlston,MN
,18475,l,Freeman,156.0,freeman,MN
,18476,l,London,156.0,london,MN
,18477,l,Mansfield,156.0,mansfield,MN
,18478,l,Moscow,156.0,moscow,MN
,18479,l,Newry,156.0,newry,MN
,18480,l,Nunda,156.0,nunda,MN
,18481,l,Oakland,156.0,oakland,MN
,18482,l,Pickerel Lake,156.0,pickerel-lake,MN
,18483,l,Riceland,156.0,riceland,MN
,18484,l,Shell Rock,156.0,shell-rock,MN
,18485,l,Belle Creek,156.0,belle-creek,MN
,18486,l,Belvidere,156.0,belvidere,MN
,18487,l,Cherry Grove,156.0,cherry-grove,MN
,18488,l,Featherstone,156.0,featherstone,MN
,18489,l,Hay Creek,156.0,hay-creek,MN
,18490,l,Holden,156.0,holden,MN
,18491,l,Minneola,156.0,minneola,MN
,18492,l,Stanton,156.0,stanton,MN
,18493,l,Vasa,156.0,vasa,MN
,18494,l,Wacouta,156.0,wacouta,MN
,18495,l,Warsaw,156.0,warsaw,MN
,18496,l,Welch,156.0,welch,MN
,18497,l,Delaware,156.0,delaware,MN
,18498,l,Elk Lake,156.0,elk-lake,MN
,18499,l,Erdahl,156.0,erdahl,MN
,18500,l,Gorton,156.0,gorton,MN
,18501,l,Land,156.0,land,MN
,18502,l,Lawrence,156.0,lawrence,MN
,18503,l,Lien,156.0,lien,MN
,18504,l,Macsville,156.0,macsville,MN
,18505,l,North Ottawa,156.0,north-ottawa,MN
,18506,l,Pelican Lake,156.0,pelican-lake,MN
,18507,l,Pomme De Terre,156.0,pomme-de-terre,MN
,18508,l,Sanford,156.0,sanford,MN
,18509,l,Stony Brook,156.0,stony-brook,MN
,18510,l,Hassan,156.0,hassan,MN
,18511,l,Black Hammer,156.0,black-hammer,MN
,18512,l,Crooked Creek,156.0,crooked-creek,MN
,18513,l,Jefferson,156.0,jefferson,MN
,18514,l,Mayville,156.0,mayville,MN
,18515,l,Money Creek,156.0,money-creek,MN
,18516,l,Mound Prairie,156.0,mound-prairie,MN
,18517,l,Sheldon,156.0,sheldon,MN
,18518,l,Union,156.0,union,MN
,18519,l,Wilmington,156.0,wilmington,MN
,18520,l,Yucatan,156.0,yucatan,MN
,18521,l,Arago,156.0,arago,MN
,18522,l,Badoura,156.0,badoura,MN
,18523,l,Crow Wing Lake,156.0,crow-wing-lake,MN
,18524,l,Farden,156.0,farden,MN
,18525,l,Fern,156.0,fern,MN
,18526,l,Guthrie,156.0,guthrie,MN
,18527,l,Hart Lake,156.0,hart-lake,MN
,18528,l,Helga,156.0,helga,MN
,18529,l,Hendrickson,156.0,hendrickson,MN
,18530,l,Henrietta,156.0,henrietta,MN
,18531,l,Hubbard,156.0,hubbard,MN
,18532,l,Lake Alice,156.0,lake-alice,MN
,18533,l,Lake Emma,156.0,lake-emma,MN
,18534,l,Lake George,156.0,lake-george,MN
,18535,l,Lake Hattie,156.0,lake-hattie,MN
,18536,l,Lakeport,156.0,lakeport,MN
,18537,l,Mantrap,156.0,mantrap,MN
,18538,l,Rockwood,156.0,rockwood,MN
,18539,l,Schoolcraft,156.0,schoolcraft,MN
,18540,l,Straight River,156.0,straight-river,MN
,18541,l,Thorpe,156.0,thorpe,MN
,18542,l,Todd,156.0,todd,MN
,18543,l,White Oak,156.0,white-oak,MN
,18544,l,Clay,156.0,clay,MN
,18545,l,Steamboat River,156.0,steamboat-river,MN
,18546,l,Athens,156.0,athens,MN
,18547,l,Bradford,156.0,bradford,MN
,18548,l,Dalbo,156.0,dalbo,MN
,18549,l,Oxford,156.0,oxford,MN
,18550,l,Spencer Brook,156.0,spencer-brook,MN
,18551,l,Springvale,156.0,springvale,MN
,18552,l,Stanchfield,156.0,stanchfield,MN
,18553,l,Stanford,156.0,stanford,MN
,18554,l,Wyanett,156.0,wyanett,MN
,18555,l,Alvwood,156.0,alvwood,MN
,18556,l,Arbo,156.0,arbo,MN
,18557,l,Ardenhurst,156.0,ardenhurst,MN
,18558,l,Bearville,156.0,bearville,MN
,18559,l,Blackberry,156.0,blackberry,MN
,18560,l,Bowstring,156.0,bowstring,MN
,18561,l,Carpenter,156.0,carpenter,MN
,18562,l,Feeley,156.0,feeley,MN
,18563,l,Good Hope,156.0,good-hope,MN
,18564,l,Goodland,156.0,goodland,MN
,18565,l,Grattan,156.0,grattan,MN
,18566,l,Greenway,156.0,greenway,MN
,18567,l,Iron Range,156.0,iron-range,MN
,18568,l,Kinghurst,156.0,kinghurst,MN
,18569,l,Lake Jessie,156.0,lake-jessie,MN
,18570,l,Lone Pine,156.0,lone-pine,MN
,18571,l,Marcell,156.0,marcell,MN
,18572,l,Max,156.0,max,MN
,18573,l,Moose Park,156.0,moose-park,MN
,18574,l,Morse,156.0,morse,MN
,18575,l,Nore,156.0,nore,MN
,18576,l,Oteneagen,156.0,oteneagen,MN
,18577,l,Pomroy,156.0,pomroy,MN
,18578,l,Sago,156.0,sago,MN
,18579,l,Sand Lake,156.0,sand-lake,MN
,18580,l,Spang,156.0,spang,MN
,18581,l,Stokes,156.0,stokes,MN
,18582,l,Third River,156.0,third-river,MN
,18583,l,Trout Lake,156.0,trout-lake,MN
,18584,l,Wabana,156.0,wabana,MN
,18585,l,Wawina,156.0,wawina,MN
,18586,l,Wirt,156.0,wirt,MN
,18587,l,Splithand,156.0,splithand,MN
,18588,l,Wildwood,156.0,wildwood,MN
,18589,l,Alba,156.0,alba,MN
,18590,l,Belmont,156.0,belmont,MN
,18591,l,Christiania,156.0,christiania,MN
,18592,l,Delafield,156.0,delafield,MN
,18593,l,Des Moines,156.0,des-moines,MN
,18594,l,Enterprise,156.0,enterprise,MN
,18595,l,Ewington,156.0,ewington,MN
,18596,l,Hunter,156.0,hunter,MN
,18597,l,La Crosse,156.0,la-crosse,MN
,18598,l,Middletown,156.0,middletown,MN
,18599,l,Petersburg,156.0,petersburg,MN
,18600,l,Rost,156.0,rost,MN
,18601,l,Sioux Valley,156.0,sioux-valley,MN
,18602,l,Weimer,156.0,weimer,MN
,18603,l,West Heron Lake,156.0,west-heron-lake,MN
,18604,l,Wisconsin,156.0,wisconsin,MN
,18605,l,Ann Lake,156.0,ann-lake,MN
,18606,l,Arthur,156.0,arthur,MN
,18607,l,Brunswick,156.0,brunswick,MN
,18608,l,Comfort,156.0,comfort,MN
,18609,l,Ford,156.0,ford,MN
,18610,l,Grass Lake,156.0,grass-lake,MN
,18611,l,Hay Brook,156.0,hay-brook,MN
,18612,l,Kanabec,156.0,kanabec,MN
,18613,l,Knife Lake,156.0,knife-lake,MN
,18614,l,Kroschel,156.0,kroschel,MN
,18615,l,Peace,156.0,peace,MN
,18616,l,South Fork,156.0,south-fork,MN
,18617,l,Whited,156.0,whited,MN
,18618,l,Arctander,156.0,arctander,MN
,18619,l,Burbank,156.0,burbank,MN
,18620,l,Colfax,156.0,colfax,MN
,18621,l,Dovre,156.0,dovre,MN
,18622,l,East Lake Lillian,156.0,east-lake-lillian,MN
,18623,l,Edwards,156.0,edwards,MN
,18624,l,Fahlun,156.0,fahlun,MN
,18625,l,Gennessee,156.0,gennessee,MN
,18626,l,Green Lake,156.0,green-lake,MN
,18627,l,Harrison,156.0,harrison,MN
,18628,l,Irving,156.0,irving,MN
,18629,l,Lake Andrew,156.0,lake-andrew,MN
,18630,l,Lake Elizabeth,156.0,lake-elizabeth,MN
,18631,l,Mamre,156.0,mamre,MN
,18632,l,Norway Lake,156.0,norway-lake,MN
,18633,l,Roseland,156.0,roseland,MN
,18634,l,St Johns,156.0,st-johns,MN
,18635,l,Whitefield,156.0,whitefield,MN
,18636,l,Arveson,156.0,arveson,MN
,18637,l,Cannon,156.0,cannon,MN
,18638,l,Caribou,156.0,caribou,MN
,18639,l,Clow,156.0,clow,MN
,18640,l,Davis,156.0,davis,MN
,18641,l,Granville,156.0,granville,MN
,18642,l,Hampden,156.0,hampden,MN
,18643,l,Hill,156.0,hill,MN
,18644,l,Jupiter,156.0,jupiter,MN
,18645,l,Pelan,156.0,pelan,MN
,18646,l,Percy,156.0,percy,MN
,18647,l,Poppleton,156.0,poppleton,MN
,18648,l,Richardville,156.0,richardville,MN
,18649,l,Skane,156.0,skane,MN
,18650,l,South Red River,156.0,south-red-river,MN
,18651,l,Spring Brook,156.0,spring-brook,MN
,18652,l,Svea,156.0,svea,MN
,18653,l,Tegner,156.0,tegner,MN
,18654,l,Teien,156.0,teien,MN
,18655,l,Thompson,156.0,thompson,MN
,18656,l,Agassiz,156.0,agassiz,MN
,18657,l,Arena,156.0,arena,MN
,18658,l,Augusta,156.0,augusta,MN
,18659,l,Camp Release,156.0,camp-release,MN
,18660,l,Cerro Gordo,156.0,cerro-gordo,MN
,18661,l,Freeland,156.0,freeland,MN
,18662,l,Hamlin,156.0,hamlin,MN
,18663,l,Hantho,156.0,hantho,MN
,18664,l,Lac Qui Parle,156.0,lac-qui-parle,MN
,18665,l,Manfred,156.0,manfred,MN
,18666,l,Maxwell,156.0,maxwell,MN
,18667,l,Mehurin,156.0,mehurin,MN
,18668,l,Perry,156.0,perry,MN
,18669,l,Providence,156.0,providence,MN
,18670,l,Riverside,156.0,riverside,MN
,18671,l,Ten Mile Lake,156.0,ten-mile-lake,MN
,18672,l,Walter,156.0,walter,MN
,18673,l,Yellow Bank,156.0,yellow-bank,MN
,18674,l,Crystal Bay,156.0,crystal-bay,MN
,18675,l,Fall Lake,156.0,fall-lake,MN
,18676,l,Silver Creek,156.0,silver-creek,MN
,18677,l,Stony River,156.0,stony-river,MN
,18678,l,Cordova,156.0,cordova,MN
,18679,l,Derrynane,156.0,derrynane,MN
,18680,l,Lanesburgh,156.0,lanesburgh,MN
,18681,l,Ottawa,156.0,ottawa,MN
,18682,l,Sharon,156.0,sharon,MN
,18683,l,Tyrone,156.0,tyrone,MN
,18684,l,Washington,156.0,washington,MN
,18685,l,Alta Vista,156.0,alta-vista,MN
,18686,l,Ash Lake,156.0,ash-lake,MN
,18687,l,Diamond Lake,156.0,diamond-lake,MN
,18688,l,Drammen,156.0,drammen,MN
,18689,l,Hansonville,156.0,hansonville,MN
,18690,l,Hope,156.0,hope,MN
,18691,l,Lake Stay,156.0,lake-stay,MN
,18692,l,Limestone,156.0,limestone,MN
,18693,l,Marshfield,156.0,marshfield,MN
,18694,l,Royal,156.0,royal,MN
,18695,l,Shaokatan,156.0,shaokatan,MN
,18696,l,Verdi,156.0,verdi,MN
,18697,l,Amiret,156.0,amiret,MN
,18698,l,Clifton,156.0,clifton,MN
,18699,l,Coon Creek,156.0,coon-creek,MN
,18700,l,Custer,156.0,custer,MN
,18701,l,Eidsvold,156.0,eidsvold,MN
,18702,l,Grandview,156.0,grandview,MN
,18703,l,Island Lake,156.0,island-lake,MN
,18704,l,Lake Marshall,156.0,lake-marshall,MN
,18705,l,Lucas,156.0,lucas,MN
,18706,l,Lyons,156.0,lyons,MN
,18707,l,Monroe,156.0,monroe,MN
,18708,l,Rock Lake,156.0,rock-lake,MN
,18709,l,Shelburne,156.0,shelburne,MN
,18710,l,Sodus,156.0,sodus,MN
,18711,l,Stanley,156.0,stanley,MN
,18712,l,Vallers,156.0,vallers,MN
,18713,l,Westerheim,156.0,westerheim,MN
,18714,l,Acoma,156.0,acoma,MN
,18715,l,Bergen,156.0,bergen,MN
,18716,l,Collins,156.0,collins,MN
,18717,l,Hale,156.0,hale,MN
,18718,l,Hassan Valley,156.0,hassan-valley,MN
,18719,l,Helen,156.0,helen,MN
,18720,l,Lynn,156.0,lynn,MN
,18721,l,Penn,156.0,penn,MN
,18722,l,Rich Valley,156.0,rich-valley,MN
,18723,l,Round Grove,156.0,round-grove,MN
,18724,l,Sumter,156.0,sumter,MN
,18725,l,Beaulieu,156.0,beaulieu,MN
,18726,l,Chief,156.0,chief,MN
,18727,l,Gregory,156.0,gregory,MN
,18728,l,Heier,156.0,heier,MN
,18729,l,La Garde,156.0,la-garde,MN
,18730,l,Lake Grove,156.0,lake-grove,MN
,18731,l,Marsh Creek,156.0,marsh-creek,MN
,18732,l,Pembina,156.0,pembina,MN
,18733,l,Popple Grove,156.0,popple-grove,MN
,18734,l,Rosedale,156.0,rosedale,MN
,18735,l,Little Elbow,156.0,little-elbow,MN
,18736,l,Agder,156.0,agder,MN
,18737,l,Alma,156.0,alma,MN
,18738,l,Augsburg,156.0,augsburg,MN
,18739,l,Big Woods,156.0,big-woods,MN
,18740,l,Bloomer,156.0,bloomer,MN
,18741,l,Boxville,156.0,boxville,MN
,18742,l,Cedar,156.0,cedar,MN
,18743,l,Como,156.0,como,MN
,18744,l,Eagle Point,156.0,eagle-point,MN
,18745,l,East Park,156.0,east-park,MN
,18746,l,East Valley,156.0,east-valley,MN
,18747,l,Eckvoll,156.0,eckvoll,MN
,18748,l,Espelie,156.0,espelie,MN
,18749,l,Excel,156.0,excel,MN
,18750,l,Foldahl,156.0,foldahl,MN
,18751,l,Fork,156.0,fork,MN
,18752,l,Grand Plain,156.0,grand-plain,MN
,18753,l,Huntly,156.0,huntly,MN
,18754,l,Linsell,156.0,linsell,MN
,18755,l,Mccrea,156.0,mccrea,MN
,18756,l,Marsh Grove,156.0,marsh-grove,MN
,18757,l,Moose River,156.0,moose-river,MN
,18758,l,Moylan,156.0,moylan,MN
,18759,l,Nelson Park,156.0,nelson-park,MN
,18760,l,New Folden,156.0,new-folden,MN
,18761,l,New Maine,156.0,new-maine,MN
,18762,l,New Solum,156.0,new-solum,MN
,18763,l,Oak Park,156.0,oak-park,MN
,18764,l,Parker,156.0,parker,MN
,18765,l,Rollis,156.0,rollis,MN
,18766,l,Sinnott,156.0,sinnott,MN
,18767,l,Spruce Valley,156.0,spruce-valley,MN
,18768,l,Tamarac,156.0,tamarac,MN
,18769,l,Thief Lake,156.0,thief-lake,MN
,18770,l,Valley,156.0,valley,MN
,18771,l,Vega,156.0,vega,MN
,18772,l,Veldt,156.0,veldt,MN
,18773,l,Wanger,156.0,wanger,MN
,18774,l,Warrenton,156.0,warrenton,MN
,18775,l,West Valley,156.0,west-valley,MN
,18776,l,Whiteford,156.0,whiteford,MN
,18777,l,Center Creek,156.0,center-creek,MN
,18778,l,East Chain,156.0,east-chain,MN
,18779,l,Elm Creek,156.0,elm-creek,MN
,18780,l,Fox Lake,156.0,fox-lake,MN
,18781,l,Fraser,156.0,fraser,MN
,18782,l,Galena,156.0,galena,MN
,18783,l,Jay,156.0,jay,MN
,18784,l,Lake Belt,156.0,lake-belt,MN
